EnrollmentID,StudentID,CourseID,FinalScore,Pass_Fail,Gender,Age,PriorAttempts,ParentEduLevel,TotalLoginDays,MeanVideoTime,AvgDaysLate,ForumPostsCount,ForumVotesReceived,MidtermScore,CourseCategory,SchoolID
309,369,C401,72,Pass,Female,35,0,2,90,220,-0.4,33,133,90,Business,S3
310,316,C101,58,Fail,Female,20,2,1,61,96,0.4,37,77,44,Arts,S1
311,492,C201,19,Withdrawn,Male,22,0,1,41,214,2.3,26,115,90,STEM,S3
312,52,C101,43,Fail,Male,43,5,1,19,126,0.1,28,158,84,Arts,S1
313,33,C301,77,Pass,Female,28,2,3,27,183,3.5,29,144,73,Business,S2
314,493,C401,88,Pass,Female,34,3,4,50,240,-1.1,14,37,73,Arts,S1
315,435,C401,96,Pass,Male,39,0,3,75,189,2.4,36,73,95,Business,S1
316,150,C301,65,Pass,Male,21,2,3,63,179,-0.6,48,92,48,Arts,S2
317,128,C201,4,Withdrawn,Male,28,5,2,62,195,-0.5,5,89,78,Arts,S1
318,215,C101,63,Pass,Female,25,5,3,25,39,-2.4,25,64,72,Arts,S3
319,458,C301,21,Withdrawn,Male,40,1,3,49,261,5.0,18,170,79,STEM,S2
320,14,C301,28,Withdrawn,Male,38,2,4,57,270,-3.2,32,95,93,Business,S3
321,463,C401,72,Pass,Male,35,2,2,31,204,-2.8,47,91,87,Business,S1
322,110,C301,52,Fail,Male,27,0,1,56,231,-2.8,11,189,91,Arts,S2
323,29,C201,15,Withdrawn,Male,24,1,1,35,235,-3.5,10,89,47,Arts,S1
324,178,C101,50,Fail,Male,40,1,3,55,64,-1.8,30,26,89,Arts,S1
325,234,C301,47,Fail,Male,21,4,5,60,300,-4.8,47,185,86,Business,S1
326,124,C401,81,Pass,Male,37,3,2,40,145,-4.1,27,139,43,Business,S2
327,389,C201,44,Fail,Female,45,4,1,36,110,-4.8,15,88,51,Arts,S1
328,80,C301,87,Pass,Female,30,5,5,72,138,3.3,30,79,75,Arts,S1
329,258,C401,22,Withdrawn,Male,33,1,5,54,278,0.7,13,96,75,STEM,S2
330,300,C101,27,Withdrawn,Female,43,2,4,38,110,2.4,17,43,66,Business,S2
331,481,C301,16,Withdrawn,Male,25,1,3,57,135,1.2,11,110,52,Business,S2
332,219,C401,77,Pass,Female,26,0,1,68,35,0.6,23,124,68,STEM,S2
333,394,C201,96,Pass,Female,24,1,5,28,285,4.9,27,110,68,Arts,S1
334,165,C201,45,Fail,Female,45,1,3,12,66,1.6,22,7,69,Business,S3
335,126,C101,20,Withdrawn,Female,31,2,3,53,265,-3.4,19,123,49,Business,S3
336,148,C101,66,Pass,Female,31,4,4,46,154,-2.2,23,198,46,Business,S3
337,499,C101,83,Pass,Male,42,4,3,33,103,3.3,30,116,43,Arts,S1
338,267,C201,2,Withdrawn,Male,35,4,4,79,260,-5.0,27,27,78,STEM,S3
339,451,C301,15,Withdrawn,Male,31,3,1,56,256,0.5,7,99,92,Business,S3
340,145,C101,47,Fail,Female,29,5,2,70,80,-0.1,11,146,80,Arts,S2
341,292,C201,62,Pass,Female,40,3,2,37,115,-3.9,33,124,41,STEM,S3
342,122,C401,14,Withdrawn,Male,41,4,2,35,92,1.7,28,127,92,Arts,S1
343,415,C301,32,Withdrawn,Male,21,1,3,50,275,0.6,3,155,63,Business,S1
344,304,C401,97,Pass,Male,26,0,5,23,215,0.0,21,161,65,Arts,S1
345,317,C301,76,Pass,Male,39,3,5,88,260,4.5,0,49,65,Arts,S1
346,194,C101,15,Withdrawn,Female,25,3,1,66,103,-1.5,26,135,67,STEM,S3
347,119,C301,35,Withdrawn,Male,35,1,3,83,175,2.2,21,196,82,Arts,S3
348,6,C301,30,Withdrawn,Male,25,3,1,41,178,-4.2,41,53,51,Arts,S2
349,14,C101,67,Pass,Female,40,3,5,70,236,-4.7,11,186,49,Business,S2
350,249,C401,17,Withdrawn,Female,19,4,1,47,285,-2.3,42,88,48,Arts,S1
351,59,C401,6,Withdrawn,Female,28,5,4,70,222,-4.6,1,70,88,Business,S3
352,107,C201,42,Fail,Female,20,5,4,56,148,-4.6,29,90,81,STEM,S3
353,315,C201,87,Pass,Male,36,2,1,43,103,1.9,13,168,64,Arts,S2
354,274,C101,87,Pass,Female,33,0,3,17,68,-4.6,35,68,49,STEM,S3
355,335,C401,81,Pass,Female,43,4,1,60,228,2.0,19,110,87,Business,S3
356,110,C201,92,Pass,Female,34,5,3,45,167,-0.4,22,108,41,Business,S3
357,162,C201,60,Pass,Female,40,0,1,19,74,-1.8,4,164,91,STEM,S1
358,166,C401,68,Pass,Male,41,1,3,13,188,-4.2,27,157,59,STEM,S3
359,111,C401,33,Withdrawn,Female,40,0,2,26,116,4.8,20,70,77,Business,S2
360,164,C101,89,Pass,Female,39,2,1,53,85,-3.5,4,164,85,Arts,S1
361,424,C301,5,Withdrawn,Male,40,2,4,56,167,1.3,4,53,85,STEM,S2
362,289,C101,16,Withdrawn,Male,31,0,3,60,127,-1.6,39,89,47,Business,S1
363,490,C101,46,Fail,Male,28,1,2,70,117,-5.0,16,188,93,STEM,S1
364,214,C101,4,Withdrawn,Female,43,2,5,64,252,2.3,1,130,67,STEM,S2
365,274,C301,7,Withdrawn,Female,23,1,2,71,108,-2.4,45,75,67,Business,S1
366,298,C201,70,Pass,Female,44,4,5,72,40,-4.1,46,18,67,STEM,S3
367,71,C201,89,Pass,Male,19,4,1,62,175,-3.5,44,31,60,STEM,S1
368,254,C201,60,Pass,Male,30,3,5,33,159,-1.4,48,0,64,Arts,S3
369,316,C401,20,Withdrawn,Male,38,3,3,58,109,2.5,1,40,76,Business,S3
370,7,C101,99,Pass,Male,44,4,1,23,70,-0.1,0,131,41,Business,S1
371,377,C401,14,Withdrawn,Female,29,0,1,24,80,2.2,25,55,65,Business,S1
372,162,C401,5,Withdrawn,Female,43,0,5,73,202,-2.2,4,16,80,STEM,S3
373,343,C101,15,Withdrawn,Female,23,1,4,82,211,1.6,0,167,52,Arts,S3
374,175,C301,99,Pass,Male,22,2,2,87,224,-1.1,36,138,80,Arts,S1
375,192,C401,50,Fail,Male,25,0,3,89,261,1.7,9,172,79,Business,S2
376,233,C201,5,Withdrawn,Female,23,3,3,21,75,-1.8,1,56,77,Business,S1
377,143,C101,13,Withdrawn,Male,39,3,3,50,136,-0.4,30,178,72,STEM,S2
378,210,C401,99,Pass,Female,20,0,1,59,89,-4.7,46,6,57,STEM,S2
379,338,C101,78,Pass,Female,23,0,2,75,201,-1.2,23,126,89,STEM,S1
380,203,C201,73,Pass,Female,40,3,1,32,152,3.2,0,118,50,Business,S2
381,488,C301,19,Withdrawn,Female,20,1,2,17,266,2.4,39,53,66,STEM,S2
382,116,C401,26,Withdrawn,Female,20,2,1,54,268,2.4,15,177,71,STEM,S3
383,112,C201,24,Withdrawn,Female,18,0,4,64,133,-3.2,12,19,77,STEM,S1
384,14,C301,27,Withdrawn,Female,35,2,4,57,82,-2.4,45,22,79,STEM,S3
385,48,C101,15,Withdrawn,Male,37,4,2,28,145,-3.7,49,28,77,STEM,S2
386,369,C101,99,Pass,Female,34,0,3,63,125,-3.6,19,186,82,STEM,S3
387,68,C401,16,Withdrawn,Male,39,0,5,76,195,-4.6,10,11,86,Business,S2
388,218,C101,75,Pass,Female,20,1,4,50,165,-1.6,26,14,79,Business,S2
389,152,C301,77,Pass,Female,30,3,2,76,119,-0.7,37,102,74,Arts,S1
390,388,C201,46,Fail,Female,33,2,2,12,205,-2.1,34,95,50,STEM,S2
391,12,C101,31,Withdrawn,Female,34,1,5,16,300,-1.7,13,137,82,Business,S3
392,451,C101,73,Pass,Male,34,2,3,58,81,-0.9,14,69,88,Arts,S2
393,476,C101,62,Pass,Male,40,2,3,76,180,1.1,31,55,90,STEM,S3
394,251,C101,6,Withdrawn,Female,21,3,3,12,35,-0.8,32,25,76,Arts,S3
395,420,C201,34,Withdrawn,Female,28,2,2,27,300,-4.8,4,36,95,Arts,S3
396,45,C301,68,Pass,Female,19,3,2,14,267,0.4,14,124,69,Arts,S3
397,499,C301,69,Pass,Female,43,1,3,18,56,-2.1,19,27,79,STEM,S2
398,26,C201,37,Withdrawn,Female,20,3,3,42,204,-3.5,18,12,77,Arts,S3
399,421,C101,67,Pass,Female,31,3,2,44,218,-2.4,31,0,76,Business,S3
400,279,C101,66,Pass,Male,44,2,4,23,84,1.3,27,68,88,STEM,S3
401,53,C401,22,Withdrawn,Male,45,5,5,55,45,-4.2,14,52,43,STEM,S2
402,8,C101,83,Pass,Male,36,3,3,17,111,-3.5,29,53,48,Business,S1
403,195,C201,26,Withdrawn,Female,18,3,1,83,194,3.8,50,118,85,STEM,S1
404,276,C301,44,Fail,Male,26,3,4,10,243,2.5,38,129,90,Arts,S2
405,297,C401,6,Withdrawn,Female,38,4,2,29,195,4.0,10,161,75,Business,S2
406,242,C101,9,Withdrawn,Male,45,3,5,34,261,-1.3,18,114,66,STEM,S3
407,187,C101,46,Fail,Female,21,4,2,63,240,4.4,3,30,74,Business,S2
408,260,C301,54,Fail,Male,39,3,3,52,34,3.1,14,140,93,Business,S2
409,282,C401,21,Withdrawn,Female,37,1,5,44,76,2.1,24,138,60,Business,S2
410,475,C101,26,Withdrawn,Male,44,3,5,34,109,0.5,9,85,56,Arts,S3
411,115,C201,89,Pass,Female,25,3,5,51,174,-0.9,8,37,43,Arts,S3
412,159,C101,50,Fail,Male,19,2,5,74,47,-2.6,6,182,46,Business,S1
413,304,C401,26,Withdrawn,Female,19,1,4,84,127,4.2,37,78,62,Arts,S1
414,102,C401,13,Withdrawn,Female,28,5,5,34,211,-3.1,4,22,51,Business,S1
415,438,C401,31,Withdrawn,Female,21,0,4,50,183,-3.4,39,21,48,STEM,S1
416,98,C401,96,Pass,Female,27,0,1,50,242,3.0,2,98,45,Arts,S1
417,406,C301,37,Withdrawn,Female,42,5,4,41,179,4.1,9,199,59,STEM,S2
418,145,C101,39,Withdrawn,Female,45,3,1,57,179,1.9,33,105,41,Business,S3
419,467,C401,55,Fail,Female,23,0,5,56,256,-4.5,46,27,53,Business,S1
420,475,C201,3,Withdrawn,Male,41,2,1,10,264,4.1,6,99,48,STEM,S1
421,369,C301,97,Pass,Male,42,2,3,90,164,-2.0,38,107,54,Arts,S2
422,126,C301,53,Fail,Female,43,1,2,26,257,2.0,37,71,52,Business,S2
423,202,C401,11,Withdrawn,Male,36,2,2,25,38,-0.5,31,132,93,Business,S3
424,212,C301,5,Withdrawn,Male,30,5,2,70,133,-1.1,43,101,54,STEM,S2
425,49,C201,77,Pass,Female,33,4,4,45,253,4.1,11,152,50,Business,S1
426,34,C401,88,Pass,Male,35,2,3,55,127,-3.7,2,26,87,STEM,S1
427,137,C301,13,Withdrawn,Male,37,0,5,62,279,-4.9,24,98,52,STEM,S2
428,340,C401,81,Pass,Male,25,4,3,17,91,0.9,0,122,75,Business,S1
429,351,C101,98,Pass,Male,24,0,2,82,99,-0.7,8,53,50,Arts,S3
430,371,C101,17,Withdrawn,Female,19,5,2,85,45,1.3,50,30,45,Business,S3
431,338,C301,78,Pass,Female,40,2,1,82,168,1.0,16,53,78,STEM,S2
432,290,C201,90,Pass,Male,21,0,3,67,57,-3.3,3,44,71,Arts,S3
433,159,C401,1,Withdrawn,Male,36,3,3,66,44,-0.2,46,165,79,Business,S1
434,357,C301,50,Fail,Male,19,5,3,39,56,4.0,15,30,81,STEM,S1
435,290,C301,59,Fail,Female,25,0,2,12,271,2.3,29,151,41,Business,S3
436,348,C301,15,Withdrawn,Male,34,2,2,16,300,4.8,35,61,70,Arts,S2
437,36,C201,35,Withdrawn,Male,22,2,1,38,38,2.5,42,121,64,Business,S2
438,101,C301,63,Pass,Female,20,3,1,10,204,0.9,2,67,54,Arts,S1
439,76,C401,17,Withdrawn,Female,37,3,1,86,258,-2.3,0,157,94,STEM,S2
440,322,C201,56,Fail,Female,32,1,2,51,144,0.9,30,12,74,Arts,S3
441,358,C101,68,Pass,Male,36,2,2,29,267,-4.7,32,184,87,Business,S2
442,13,C101,20,Withdrawn,Female,45,5,2,60,109,-0.8,40,148,56,STEM,S3
443,468,C201,58,Fail,Female,30,4,5,64,117,-2.4,16,151,43,STEM,S3
444,256,C301,99,Pass,Female,25,3,5,26,298,4.9,22,0,64,STEM,S2
445,1,C301,17,Withdrawn,Female,37,4,3,83,281,1.2,0,53,63,Business,S1
446,48,C101,12,Withdrawn,Female,30,0,1,25,82,2.2,28,122,52,STEM,S3
447,317,C401,31,Withdrawn,Male,27,0,2,62,117,-2.6,33,156,48,Business,S3
448,292,C101,99,Pass,Female,32,2,2,80,54,-2.1,26,3,66,Arts,S2
449,389,C201,17,Withdrawn,Female,38,0,3,56,222,-3.4,10,163,59,STEM,S3
450,110,C301,5,Withdrawn,Female,23,1,3,26,185,-0.5,1,148,41,Arts,S3
451,449,C201,60,Pass,Female,18,4,2,80,66,2.0,23,40,74,STEM,S3
452,56,C101,55,Fail,Male,19,4,4,49,111,-0.8,6,154,59,Business,S2
453,1,C101,67,Pass,Female,45,0,4,10,55,-4.9,16,132,84,Arts,S1
454,3,C401,39,Withdrawn,Female,36,4,5,15,267,-3.9,15,59,74,Business,S3
455,195,C101,56,Fail,Male,28,4,2,55,167,-3.7,47,68,46,Arts,S2
456,88,C201,43,Fail,Male,22,0,5,78,130,-2.1,22,68,52,Business,S2
457,499,C401,1,Withdrawn,Female,19,1,4,37,272,0.7,37,191,76,Business,S3
458,451,C101,13,Withdrawn,Male,44,3,1,17,192,3.6,0,164,75,Arts,S1
459,24,C401,36,Withdrawn,Female,42,0,3,75,293,-3.1,13,146,84,Arts,S1
460,409,C201,80,Pass,Female,43,0,4,18,37,-2.4,35,87,90,Business,S3
461,308,C401,75,Pass,Female,33,1,5,25,103,1.0,9,151,84,Arts,S3
462,122,C301,40,Fail,Female,41,0,5,16,181,3.7,32,23,95,STEM,S1
463,47,C101,26,Withdrawn,Male,23,5,4,36,172,2.6,25,65,50,STEM,S3
464,242,C301,18,Withdrawn,Female,33,2,4,61,95,2.6,16,182,71,STEM,S1
465,368,C301,73,Pass,Female,45,1,2,87,96,-0.3,48,5,71,STEM,S2
466,443,C301,54,Fail,Female,28,2,4,29,62,-3.9,1,124,59,STEM,S2
467,146,C201,82,Pass,Female,39,2,4,66,84,2.6,2,57,45,STEM,S1
468,96,C301,62,Pass,Female,32,5,4,69,58,-1.9,1,116,87,Business,S1
469,326,C201,41,Fail,Female,21,2,3,39,38,-3.6,24,173,58,Arts,S3
470,186,C301,37,Withdrawn,Male,35,4,5,55,92,1.2,49,50,63,STEM,S3
471,351,C401,92,Pass,Male,44,1,3,70,198,-4.4,48,84,94,STEM,S1
472,81,C401,13,Withdrawn,Male,40,0,1,89,67,1.4,3,28,56,Arts,S1
473,458,C201,20,Withdrawn,Female,35,3,2,65,204,0.6,23,108,63,STEM,S2
474,413,C101,83,Pass,Male,37,4,1,72,164,-0.2,32,150,68,Business,S1
475,105,C201,68,Pass,Male,38,2,5,64,72,4.4,48,181,56,Business,S1
476,89,C201,29,Withdrawn,Female,27,4,5,53,186,0.5,34,160,42,Business,S3
477,338,C101,65,Pass,Female,31,2,1,88,279,2.2,42,181,92,Business,S1
478,346,C301,44,Fail,Male,33,4,5,19,85,-1.0,1,39,40,Arts,S3
479,50,C201,35,Withdrawn,Male,41,4,2,30,276,3.8,37,79,74,Arts,S2
480,51,C101,66,Pass,Male,27,2,5,78,299,0.4,6,47,90,Arts,S3
481,387,C401,0,Withdrawn,Male,31,1,2,59,110,4.7,15,19,88,STEM,S2
482,52,C301,48,Fail,Male,40,5,4,42,77,3.4,8,67,53,Business,S1
483,104,C201,54,Fail,Female,19,4,3,11,74,-1.1,18,131,66,STEM,S1
484,278,C301,47,Fail,Male,26,3,3,26,125,-0.4,46,115,64,STEM,S1
485,486,C301,63,Pass,Female,32,5,1,66,141,3.3,32,93,64,STEM,S3
486,327,C301,89,Pass,Male,32,3,5,88,270,2.0,45,90,44,STEM,S1
487,162,C201,37,Withdrawn,Male,34,4,5,73,102,0.5,31,60,88,Business,S1
488,257,C401,71,Pass,Male,29,4,3,22,234,-3.5,24,129,70,STEM,S3
489,154,C301,64,Pass,Male,26,3,4,42,86,-4.5,9,184,88,STEM,S2
490,261,C401,19,Withdrawn,Female,40,4,2,82,209,2.1,45,63,66,STEM,S3
491,146,C301,48,Fail,Male,43,2,4,89,64,2.1,6,69,57,Business,S1
492,277,C201,60,Pass,Female,41,5,5,20,214,2.8,45,27,74,STEM,S2
493,227,C101,23,Withdrawn,Male,18,2,5,77,293,1.1,42,25,83,Business,S2
494,35,C101,42,Fail,Female,44,4,5,66,237,2.5,45,79,70,Arts,S3
495,296,C301,44,Fail,Male,40,4,5,31,198,-4.1,48,31,52,STEM,S1
496,428,C101,58,Fail,Male,39,0,3,73,117,0.5,35,25,80,Business,S2
497,152,C401,2,Withdrawn,Male,39,3,4,26,143,1.5,7,64,74,Business,S3
498,352,C101,21,Withdrawn,Male,30,0,5,20,250,-2.1,24,155,40,STEM,S3
499,93,C201,93,Pass,Male,21,1,4,70,226,2.9,24,193,57,STEM,S2
500,458,C101,29,Withdrawn,Female,45,3,2,71,35,-1.6,50,135,53,Business,S3
501,280,C201,7,Withdrawn,Male,29,0,3,67,145,3.8,4,83,68,Business,S3
502,34,C401,46,Fail,Female,45,1,3,56,75,3.1,44,183,91,STEM,S2
503,420,C101,42,Fail,Female,26,0,4,41,193,2.3,21,52,74,Arts,S3
504,213,C201,97,Pass,Male,35,0,5,65,131,-2.1,32,100,76,Arts,S2
505,98,C301,10,Withdrawn,Female,30,5,4,24,202,-3.2,27,193,67,Business,S2
506,266,C401,66,Pass,Female,30,0,5,16,108,-1.6,25,15,62,STEM,S3
507,426,C301,75,Pass,Male,40,4,3,65,140,-1.6,23,179,72,Arts,S1
508,95,C301,37,Withdrawn,Male,20,3,3,86,62,-4.6,17,190,88,Arts,S2
509,237,C301,28,Withdrawn,Male,45,3,1,19,235,3.7,44,168,60,Arts,S3
510,53,C201,9,Withdrawn,Male,29,2,1,58,39,-4.1,17,105,84,Business,S1
511,68,C201,63,Pass,Male,33,5,1,86,130,2.0,18,14,65,Business,S2
512,61,C101,41,Fail,Male,31,4,3,59,204,-0.1,7,131,51,Arts,S3
513,172,C401,70,Pass,Male,37,4,3,87,126,1.2,43,58,61,Arts,S1
514,237,C201,18,Withdrawn,Male,40,1,2,73,168,4.0,30,199,63,Arts,S1
515,247,C401,53,Fail,Male,23,4,5,50,164,-0.2,42,15,84,Arts,S3
516,199,C401,40,Fail,Female,27,2,5,51,53,-2.3,44,68,79,Business,S2
517,162,C201,75,Pass,Female,42,2,3,62,232,-2.8,1,181,84,Arts,S1
518,207,C301,5,Withdrawn,Male,18,0,5,62,50,-2.1,33,85,74,Arts,S3
519,92,C301,50,Fail,Female,28,4,4,87,32,-1.2,12,176,61,STEM,S3
520,333,C401,1,Withdrawn,Female,34,1,2,58,294,-4.1,45,140,49,Business,S3
521,398,C301,97,Pass,Male,43,5,4,51,265,-3.1,20,186,82,Business,S2
522,11,C401,17,Withdrawn,Female,23,1,4,19,218,-1.5,10,59,53,Arts,S3
523,140,C201,40,Fail,Female,30,1,1,79,248,2.1,1,36,80,Arts,S2
524,368,C101,87,Pass,Male,31,1,1,30,209,3.6,46,199,56,Arts,S1
525,111,C201,97,Pass,Female,34,1,1,27,282,-3.4,26,140,89,Arts,S2
526,15,C301,78,Pass,Female,29,4,5,42,158,0.4,5,5,57,STEM,S1
527,223,C201,24,Withdrawn,Male,43,4,4,67,193,-1.8,20,35,65,STEM,S1
528,1,C401,94,Pass,Male,43,1,2,84,175,4.6,48,128,83,STEM,S3
529,441,C201,7,Withdrawn,Male,20,3,5,29,139,3.9,6,16,47,STEM,S3
530,493,C101,50,Fail,Female,26,2,4,19,94,2.7,37,124,70,Arts,S2
531,474,C401,18,Withdrawn,Male,44,3,4,36,215,0.7,44,155,77,Arts,S2
532,212,C301,34,Withdrawn,Male,32,0,1,25,34,-1.6,13,107,55,STEM,S3
533,64,C201,56,Fail,Male,38,3,1,90,59,-2.7,1,156,87,STEM,S2
534,168,C101,46,Fail,Female,22,0,4,74,282,-2.3,18,41,51,Arts,S2
535,416,C201,98,Pass,Male,35,4,1,20,150,2.1,20,36,40,Business,S1
536,87,C101,24,Withdrawn,Male,23,1,5,47,242,1.6,8,74,81,Arts,S1
537,46,C201,47,Fail,Female,38,2,4,23,73,-1.0,33,7,76,STEM,S2
538,187,C101,94,Pass,Male,24,3,1,26,183,-3.9,25,57,65,Business,S3
539,47,C201,98,Pass,Female,40,3,5,49,81,-0.3,29,149,75,STEM,S2
540,471,C301,15,Withdrawn,Female,20,5,5,77,131,2.0,1,105,62,Arts,S3
541,131,C301,98,Pass,Male,38,0,4,37,35,-2.9,3,182,61,Business,S2
542,121,C101,66,Pass,Female,23,2,1,29,94,4.4,1,9,53,Arts,S2
543,96,C401,50,Fail,Female,30,2,4,16,157,3.9,4,40,58,STEM,S2
544,51,C301,68,Pass,Male,34,5,2,58,203,-4.3,2,185,74,Arts,S3
545,474,C101,80,Pass,Female,27,2,3,23,69,4.5,36,31,78,STEM,S2
546,371,C201,94,Pass,Male,33,0,5,83,139,2.7,32,64,75,STEM,S3
547,148,C301,31,Withdrawn,Male,40,2,2,59,120,1.3,30,132,92,STEM,S2
548,372,C101,34,Withdrawn,Female,38,4,4,55,280,2.5,29,188,61,STEM,S2
549,437,C401,29,Withdrawn,Male,33,1,1,49,36,2.5,39,92,66,Arts,S1
550,262,C301,91,Pass,Male,20,3,3,74,55,-0.2,38,63,72,STEM,S1
551,40,C401,55,Fail,Male,26,5,5,23,211,3.1,9,14,51,Arts,S3
552,196,C101,87,Pass,Male,38,4,4,47,156,-1.0,34,74,95,Arts,S2
553,113,C401,34,Withdrawn,Female,22,3,4,54,95,0.3,36,190,58,Arts,S3
554,244,C301,74,Pass,Male,29,4,2,69,79,-3.4,41,55,94,STEM,S2
555,62,C301,87,Pass,Male,41,3,2,74,249,1.8,39,116,77,STEM,S3
556,289,C301,17,Withdrawn,Male,31,3,3,56,167,-2.1,33,168,54,STEM,S1
557,237,C201,70,Pass,Female,43,4,1,12,209,3.4,18,134,52,STEM,S2
558,275,C401,22,Withdrawn,Male,27,2,4,66,63,-2.8,22,30,62,STEM,S1
559,307,C101,23,Withdrawn,Male,45,1,4,55,186,-1.8,43,39,70,STEM,S2
560,478,C201,50,Fail,Female,27,5,1,38,98,-0.2,0,87,58,Business,S2
561,414,C301,33,Withdrawn,Female,24,2,1,68,256,2.8,38,165,49,Business,S3
562,494,C201,93,Pass,Male,34,3,5,90,39,-1.8,8,175,46,STEM,S1
563,316,C101,63,Pass,Male,44,5,5,40,87,-3.1,31,142,79,STEM,S2
564,20,C401,17,Withdrawn,Female,42,4,4,47,107,-3.2,9,161,40,STEM,S2
565,36,C401,2,Withdrawn,Male,40,5,4,56,198,-1.0,16,48,57,STEM,S1
566,446,C401,57,Fail,Female,37,5,1,16,183,3.4,31,85,94,Business,S3
567,95,C301,62,Pass,Female,29,5,3,48,296,0.4,46,195,59,Arts,S1
568,286,C301,90,Pass,Female,19,4,1,78,141,-0.1,19,64,59,Business,S3
569,87,C201,55,Fail,Female,31,4,1,34,274,2.5,45,112,77,Business,S3
570,9,C301,32,Withdrawn,Female,29,1,3,22,113,2.0,45,122,58,Arts,S3
571,249,C401,30,Withdrawn,Male,25,3,5,13,30,4.3,10,138,80,Arts,S2
572,232,C401,71,Pass,Male,32,5,1,56,242,-0.7,18,147,43,Arts,S2
573,395,C301,92,Pass,Male,20,3,4,44,166,4.0,49,18,76,Arts,S1
574,430,C201,99,Pass,Male,29,0,1,71,294,4.9,36,114,70,Arts,S2
575,103,C201,9,Withdrawn,Male,29,2,4,90,238,2.9,20,96,50,Arts,S3
576,16,C301,83,Pass,Female,37,0,3,37,139,-3.5,4,153,73,Business,S3
577,72,C101,34,Withdrawn,Male,21,4,5,80,224,4.8,2,179,52,STEM,S1
578,102,C101,92,Pass,Female,42,0,3,79,129,4.2,41,89,48,Business,S1
579,352,C301,51,Fail,Male,23,1,2,36,267,-1.1,34,77,72,Business,S2
580,499,C101,47,Fail,Female,24,1,3,88,152,2.8,5,105,61,Business,S2
581,427,C301,43,Fail,Female,33,1,3,22,76,4.5,36,91,89,Business,S3
582,278,C101,31,Withdrawn,Male,30,2,5,56,110,-2.6,47,23,71,Business,S1
583,56,C201,99,Pass,Male,22,2,3,54,47,3.6,5,62,46,Business,S3
584,31,C201,58,Fail,Female,38,0,5,20,193,1.0,21,12,74,Business,S2
585,9,C401,90,Pass,Male,34,3,4,20,91,-3.3,47,11,94,STEM,S2
586,39,C401,84,Pass,Female,28,0,5,58,296,1.9,6,97,70,Arts,S2
587,34,C201,7,Withdrawn,Female,18,3,2,81,237,-3.3,35,140,46,Business,S3
588,194,C401,0,Withdrawn,Female,30,5,2,78,287,3.8,29,86,76,STEM,S1
589,209,C201,29,Withdrawn,Female,43,3,4,26,54,-3.2,9,80,52,Business,S2
590,201,C201,20,Withdrawn,Male,45,0,5,23,181,4.2,30,36,92,Arts,S2
591,60,C301,48,Fail,Male,34,1,1,21,55,4.6,31,140,64,Business,S1
592,293,C201,59,Fail,Female,34,4,4,84,131,0.9,40,62,86,STEM,S2
593,62,C301,16,Withdrawn,Male,37,4,1,50,270,-4.4,34,189,57,Arts,S3
594,283,C101,31,Withdrawn,Male,26,2,4,19,61,-3.1,11,154,79,STEM,S3
595,242,C301,73,Pass,Male,25,3,5,23,184,-2.8,2,99,64,Business,S2
596,238,C201,11,Withdrawn,Female,33,0,4,35,294,3.5,3,52,43,STEM,S3
597,462,C101,44,Fail,Female,34,2,3,16,225,-1.5,17,3,45,Arts,S1
598,115,C101,47,Fail,Female,41,5,1,25,30,0.9,42,126,86,Arts,S3
599,36,C201,31,Withdrawn,Female,25,0,1,89,245,-1.5,49,63,81,Arts,S2
600,293,C301,42,Fail,Female,23,4,3,66,217,0.9,9,103,48,Arts,S3
601,242,C301,11,Withdrawn,Female,27,2,3,81,121,3.5,44,78,69,Business,S2
602,494,C401,10,Withdrawn,Male,32,4,2,79,186,0.6,46,182,77,Business,S3
603,402,C201,19,Withdrawn,Female,35,2,4,85,200,-0.9,12,57,49,STEM,S1
604,381,C201,80,Pass,Female,26,0,2,84,222,-0.5,40,161,44,Arts,S2
605,319,C301,96,Pass,Male,20,2,2,37,141,-3.4,2,161,54,Business,S2
606,479,C401,0,Withdrawn,Male,33,0,2,22,291,-3.0,11,155,44,Business,S2
607,476,C401,96,Pass,Female,40,2,4,33,219,-1.8,23,160,42,Arts,S3
608,333,C201,89,Pass,Male,30,4,1,72,40,-2.5,30,70,69,STEM,S3
609,301,C201,80,Pass,Male,29,1,1,75,96,-4.9,37,74,65,Business,S2
610,182,C401,27,Withdrawn,Female,35,2,5,16,140,3.3,3,166,63,STEM,S3
611,236,C101,9,Withdrawn,Female,44,0,5,14,171,-1.3,33,196,45,STEM,S3
612,438,C401,68,Pass,Male,38,2,1,70,276,-4.7,40,3,71,Arts,S2
613,123,C201,96,Pass,Female,23,0,5,25,191,-2.6,7,123,91,STEM,S2
614,162,C301,58,Fail,Male,30,3,3,42,258,-0.9,37,89,75,Arts,S2
615,246,C201,22,Withdrawn,Female,18,5,5,34,97,1.0,7,80,94,Arts,S2
616,295,C301,87,Pass,Male,38,5,4,52,137,-1.7,32,183,45,Arts,S2
617,496,C101,26,Withdrawn,Male,18,2,4,79,255,4.3,40,155,75,Arts,S2
618,216,C401,32,Withdrawn,Male,29,4,4,52,64,-3.7,28,92,82,Arts,S3
619,335,C401,22,Withdrawn,Female,26,0,4,21,239,0.2,48,157,81,Business,S1
620,221,C301,85,Pass,Female,25,4,3,81,65,-3.1,33,29,78,Arts,S1
