EnrollmentID,StudentID,WeekNum,WeeklyLoginCount,WeeklyClickTotal,WeeklyVideoViews,WeeklyForumPosts,CumulativeAssignmentScore
190,150,1,8,100,18,4,7
190,150,2,10,80,5,4,20
190,150,3,5,181,6,2,34
190,150,4,4,122,9,1,42
190,150,5,7,135,7,1,54
190,150,6,9,195,20,0,64
190,150,7,5,146,7,5,78
190,150,8,10,153,14,2,83
190,150,9,6,50,18,2,91
190,150,10,8,108,13,3,98
190,150,11,10,136,6,2,107
190,150,12,4,142,4,1,113
190,150,13,5,203,19,4,127
190,150,14,9,118,8,3,139
190,150,15,4,164,10,4,145
191,66,1,11,275,5,5,11
191,66,2,11,237,9,1,19
191,66,3,10,163,13,4,25
191,66,4,7,273,0,2,36
191,66,5,10,178,7,2,50
191,66,6,11,209,4,1,60
191,66,7,9,168,3,4,66
191,66,8,11,147,3,3,72
191,66,9,10,182,8,0,80
191,66,10,11,234,8,4,91
191,66,11,12,244,7,2,105
191,66,12,7,240,14,2,113
191,66,13,12,186,15,2,126
191,66,14,12,290,17,4,133
191,66,15,11,208,0,5,142
192,466,1,6,195,10,3,13
192,466,2,5,95,5,3,26
192,466,3,6,171,12,3,31
192,466,4,8,113,11,3,37
192,466,5,11,245,17,2,49
192,466,6,9,152,7,5,59
192,466,7,5,190,5,3,72
192,466,8,6,119,4,1,79
192,466,9,6,139,12,4,90
192,466,10,5,88,8,5,98
192,466,11,8,158,17,3,111
192,466,12,8,214,12,4,123
192,466,13,8,214,5,1,128
192,466,14,5,157,2,4,139
192,466,15,3,186,1,1,150
193,145,1,8,177,7,1,14
193,145,2,11,262,20,0,28
193,145,3,10,197,8,3,39
193,145,4,9,111,7,4,51
193,145,5,7,176,13,4,63
193,145,6,6,101,19,3,70
193,145,7,11,182,0,5,81
193,145,8,4,204,13,0,91
193,145,9,8,195,18,3,101
193,145,10,5,197,16,2,114
193,145,11,6,241,7,2,119
193,145,12,12,130,10,0,131
193,145,13,6,176,9,2,141
193,145,14,4,228,11,1,155
193,145,15,10,187,7,1,162
194,51,1,4,172,19,2,12
194,51,2,7,277,1,2,21
194,51,3,8,132,17,0,27
194,51,4,6,205,9,5,39
194,51,5,9,195,6,3,49
194,51,6,10,224,8,3,63
194,51,7,5,133,11,5,76
194,51,8,10,102,10,2,81
194,51,9,9,158,6,0,87
194,51,10,8,118,16,5,97
194,51,11,11,256,10,5,111
194,51,12,5,136,11,4,123
194,51,13,7,206,13,4,129
194,51,14,7,95,3,4,142
194,51,15,5,130,1,4,154
195,268,1,5,135,17,3,11
195,268,2,7,166,20,1,25
195,268,3,5,102,9,4,30
195,268,4,5,115,19,5,44
195,268,5,5,153,0,0,54
195,268,6,4,153,9,4,65
195,268,7,6,80,6,5,74
195,268,8,3,137,2,3,87
195,268,9,4,45,11,3,97
195,268,10,8,174,8,0,105
195,268,11,1,64,4,5,117
195,268,12,8,170,15,0,130
195,268,13,10,158,1,0,142
195,268,14,10,163,3,0,152
195,268,15,9,66,16,1,164
196,430,1,9,130,20,2,13
196,430,2,5,219,14,4,21
196,430,3,5,189,12,0,34
196,430,4,4,91,15,3,44
196,430,5,6,157,3,2,51
196,430,6,8,158,6,0,59
196,430,7,8,143,13,4,67
196,430,8,6,118,0,2,77
196,430,9,7,91,20,5,87
196,430,10,6,72,20,5,98
196,430,11,5,175,3,1,109
196,430,12,7,107,10,4,117
196,430,13,6,84,7,4,128
196,430,14,5,164,17,3,139
196,430,15,10,202,7,0,153
197,370,1,9,150,9,3,10
197,370,2,13,106,5,0,16
197,370,3,9,179,0,3,21
197,370,4,7,112,0,1,27
197,370,5,10,169,9,0,39
197,370,6,11,249,6,5,49
197,370,7,10,132,13,5,58
197,370,8,7,200,8,5,71
197,370,9,7,268,5,5,76
197,370,10,11,235,8,3,87
197,370,11,11,138,5,1,95
197,370,12,10,241,7,0,102
197,370,13,8,117,7,2,116
197,370,14,12,228,15,3,123
197,370,15,10,187,1,5,130
198,407,1,9,94,15,0,6
198,407,2,6,161,18,0,20
198,407,3,4,91,20,2,26
198,407,4,9,136,10,4,37
198,407,5,9,73,3,5,50
198,407,6,9,143,7,5,63
198,407,7,8,185,16,2,69
198,407,8,5,180,6,0,78
198,407,9,7,99,4,4,88
198,407,10,10,76,18,1,96
198,407,11,7,173,18,1,102
198,407,12,6,113,3,5,108
198,407,13,5,199,16,4,120
198,407,14,7,56,14,1,127
198,407,15,7,179,10,2,140
199,403,1,9,298,2,3,6
199,403,2,8,127,19,1,17
199,403,3,11,149,17,5,28
199,403,4,13,199,17,1,38
199,403,5,9,276,19,5,51
199,403,6,7,274,7,3,65
199,403,7,6,221,8,1,71
199,403,8,7,161,9,1,83
199,403,9,8,186,19,3,93
199,403,10,12,225,0,5,104
199,403,11,12,238,0,0,117
199,403,12,10,158,12,3,129
199,403,13,9,202,3,4,138
199,403,14,14,239,13,5,149
199,403,15,8,218,7,5,159
200,215,1,8,160,14,1,6
200,215,2,5,111,2,3,13
200,215,3,8,116,8,3,25
200,215,4,4,202,17,4,33
200,215,5,7,189,9,3,40
200,215,6,11,129,10,2,54
200,215,7,9,223,9,2,68
200,215,8,8,95,5,1,82
200,215,9,5,77,13,3,95
200,215,10,3,119,17,4,105
200,215,11,7,37,6,5,116
200,215,12,8,171,11,0,127
200,215,13,4,196,1,5,135
200,215,14,8,105,8,4,145
200,215,15,10,45,15,4,151
201,346,1,3,109,7,2,9
201,346,2,9,104,17,4,15
201,346,3,10,143,17,2,26
201,346,4,9,127,6,2,39
201,346,5,8,54,0,2,52
201,346,6,10,90,15,0,66
201,346,7,4,87,14,4,73
201,346,8,5,167,0,3,86
201,346,9,8,85,5,2,99
201,346,10,7,107,0,0,112
201,346,11,8,67,19,0,120
201,346,12,6,184,1,0,132
201,346,13,9,79,1,5,142
201,346,14,6,137,15,5,155
201,346,15,8,91,10,0,160
202,317,1,4,237,11,3,11
202,317,2,5,131,17,1,25
202,317,3,10,198,2,5,39
202,317,4,9,240,8,3,45
202,317,5,11,219,16,3,56
202,317,6,12,208,12,2,66
202,317,7,6,233,6,1,74
202,317,8,11,213,2,1,80
202,317,9,5,154,16,4,87
202,317,10,8,165,0,4,92
202,317,11,9,264,10,2,106
202,317,12,10,126,2,1,111
202,317,13,10,148,3,2,119
202,317,14,5,168,18,3,132
202,317,15,6,171,2,0,138
203,16,1,5,136,13,5,6
203,16,2,5,166,12,4,17
203,16,3,5,133,8,2,27
203,16,4,8,120,18,5,34
203,16,5,7,167,2,5,45
203,16,6,7,171,15,3,55
203,16,7,10,134,16,2,63
203,16,8,10,103,15,2,70
203,16,9,4,199,9,5,76
203,16,10,7,224,20,1,85
203,16,11,9,245,15,0,97
203,16,12,12,214,11,2,111
203,16,13,7,118,12,5,117
203,16,14,6,160,3,3,126
203,16,15,5,159,6,2,131
204,10,1,9,218,20,2,5
204,10,2,10,224,17,1,17
204,10,3,11,88,0,2,27
204,10,4,5,224,7,2,38
204,10,5,8,139,14,1,46
204,10,6,5,103,9,4,52
204,10,7,8,197,0,0,61
204,10,8,6,191,20,2,69
204,10,9,8,82,15,3,77
204,10,10,6,229,20,1,82
204,10,11,9,221,7,2,87
204,10,12,3,202,17,5,96
204,10,13,8,116,12,2,103
204,10,14,10,123,13,1,114
204,10,15,6,97,10,3,121
205,192,1,4,184,5,0,14
205,192,2,6,164,16,4,24
205,192,3,9,163,18,5,31
205,192,4,7,172,17,4,41
205,192,5,7,214,16,3,50
205,192,6,6,190,3,4,58
205,192,7,6,99,2,0,72
205,192,8,10,209,19,1,86
205,192,9,8,127,17,0,92
205,192,10,9,190,20,1,104
205,192,11,7,216,15,2,114
205,192,12,8,117,8,3,121
205,192,13,11,225,15,1,135
205,192,14,10,248,14,5,149
205,192,15,8,101,15,0,162
206,306,1,4,59,6,0,9
206,306,2,10,197,10,4,19
206,306,3,5,179,12,0,27
206,306,4,8,199,15,4,38
206,306,5,7,167,16,0,48
206,306,6,2,168,12,2,57
206,306,7,2,78,15,2,70
206,306,8,5,105,7,1,78
206,306,9,3,191,19,3,88
206,306,10,5,55,6,1,95
206,306,11,9,158,19,5,107
206,306,12,4,223,11,0,113
206,306,13,8,185,9,2,118
206,306,14,5,202,6,5,131
206,306,15,7,203,13,3,145
207,152,1,8,162,6,3,6
207,152,2,9,188,3,4,12
207,152,3,5,73,1,1,23
207,152,4,3,84,8,5,29
207,152,5,6,123,9,3,36
207,152,6,9,194,0,4,42
207,152,7,8,116,12,3,48
207,152,8,8,94,1,5,60
207,152,9,9,117,16,1,67
207,152,10,6,103,0,4,80
207,152,11,4,158,16,2,90
207,152,12,5,145,5,4,104
207,152,13,7,215,5,0,114
207,152,14,10,138,19,0,126
207,152,15,5,144,18,1,131
208,203,1,8,158,20,4,6
208,203,2,6,259,5,4,15
208,203,3,9,240,18,3,21
208,203,4,7,214,5,2,32
208,203,5,10,182,17,2,41
208,203,6,9,104,4,5,49
208,203,7,6,242,13,1,63
208,203,8,10,164,13,3,76
208,203,9,9,176,15,4,87
208,203,10,6,154,16,4,99
208,203,11,7,178,2,0,113
208,203,12,10,147,6,2,127
208,203,13,9,124,10,2,134
208,203,14,7,211,19,0,148
208,203,15,6,238,18,0,154
209,427,1,3,175,15,3,14
209,427,2,8,70,4,5,28
209,427,3,11,170,19,5,33
209,427,4,7,103,13,3,47
209,427,5,4,147,14,3,52
209,427,6,8,183,0,2,63
209,427,7,9,200,2,2,77
209,427,8,10,131,11,4,90
209,427,9,2,175,8,0,96
209,427,10,6,189,10,3,101
209,427,11,4,167,16,2,113
209,427,12,5,181,10,3,120
209,427,13,9,159,18,1,127
209,427,14,9,199,9,4,140
209,427,15,6,100,20,5,147
210,323,1,4,92,19,3,10
210,323,2,11,110,9,0,23
210,323,3,3,119,10,2,33
210,323,4,5,174,4,4,41
210,323,5,4,87,7,3,50
210,323,6,7,91,19,1,64
210,323,7,11,121,19,3,78
210,323,8,8,134,12,1,83
210,323,9,7,239,15,1,97
210,323,10,8,211,1,2,111
210,323,11,10,65,15,4,118
210,323,12,6,84,1,4,123
210,323,13,11,194,20,5,128
210,323,14,7,162,14,3,137
210,323,15,6,122,11,3,145
211,393,1,7,208,0,0,5
211,393,2,4,244,4,4,14
211,393,3,8,175,1,3,27
211,393,4,6,196,0,0,36
211,393,5,10,208,15,2,48
211,393,6,10,92,8,5,56
211,393,7,11,209,0,0,70
211,393,8,5,203,13,2,78
211,393,9,8,128,5,1,88
211,393,10,11,172,0,3,100
211,393,11,7,194,15,2,108
211,393,12,8,128,11,2,119
211,393,13,6,159,11,2,129
211,393,14,9,205,9,4,141
211,393,15,7,105,15,4,147
212,429,1,9,139,16,0,7
212,429,2,13,219,18,3,21
212,429,3,8,243,12,0,31
212,429,4,8,169,16,5,45
212,429,5,9,155,16,3,50
212,429,6,13,270,6,2,64
212,429,7,11,274,12,0,70
212,429,8,7,253,7,3,82
212,429,9,14,159,12,3,88
212,429,10,10,240,13,4,102
212,429,11,9,169,4,4,107
212,429,12,7,191,6,1,117
212,429,13,11,188,18,0,127
212,429,14,10,160,5,5,137
212,429,15,8,223,4,5,145
213,479,1,10,128,18,1,5
213,479,2,7,186,14,4,11
213,479,3,8,74,16,2,23
213,479,4,9,181,0,2,34
213,479,5,9,99,10,3,39
213,479,6,8,114,17,5,47
213,479,7,9,140,13,2,55
213,479,8,6,187,3,3,66
213,479,9,7,129,11,5,75
213,479,10,8,170,20,5,84
213,479,11,5,162,6,2,92
213,479,12,8,140,19,0,100
213,479,13,7,115,19,0,106
213,479,14,9,122,3,4,114
213,479,15,10,191,19,1,121
214,222,1,7,112,10,1,8
214,222,2,8,231,1,1,17
214,222,3,9,181,0,1,25
214,222,4,9,77,10,4,31
214,222,5,8,144,0,4,43
214,222,6,9,99,6,3,56
214,222,7,9,79,18,5,70
214,222,8,8,107,9,1,76
214,222,9,8,124,2,3,85
214,222,10,8,82,16,5,98
214,222,11,5,174,14,3,109
214,222,12,6,168,9,1,122
214,222,13,10,114,10,5,130
214,222,14,7,141,16,2,139
214,222,15,9,221,6,4,153
215,351,1,12,201,12,3,8
215,351,2,11,264,0,1,13
215,351,3,10,231,11,2,18
215,351,4,11,240,17,3,27
215,351,5,6,253,20,3,33
215,351,6,11,221,1,0,45
215,351,7,13,164,14,5,59
215,351,8,10,110,4,2,66
215,351,9,11,256,7,1,76
215,351,10,12,178,10,3,81
215,351,11,11,167,7,1,90
215,351,12,12,271,5,0,102
215,351,13,7,274,0,3,110
215,351,14,6,143,8,1,123
215,351,15,6,275,15,0,137
216,17,1,5,169,8,0,10
216,17,2,3,116,2,4,24
216,17,3,8,219,17,0,38
216,17,4,4,62,15,1,49
216,17,5,6,117,1,2,56
216,17,6,5,139,20,1,62
216,17,7,12,189,8,1,71
216,17,8,9,200,14,5,84
216,17,9,8,144,7,1,89
216,17,10,11,211,14,0,102
216,17,11,11,153,17,2,109
216,17,12,5,250,3,3,118
216,17,13,8,112,17,0,130
216,17,14,9,81,7,0,141
216,17,15,9,151,14,3,148
217,183,1,4,181,13,4,5
217,183,2,6,183,7,1,13
217,183,3,11,168,13,0,19
217,183,4,7,148,10,0,29
217,183,5,9,124,6,4,34
217,183,6,9,170,16,3,39
217,183,7,10,75,20,0,46
217,183,8,6,226,15,0,58
217,183,9,11,165,2,0,64
217,183,10,8,158,15,3,69
217,183,11,7,180,6,5,78
217,183,12,7,97,12,2,92
217,183,13,5,172,10,1,101
217,183,14,5,193,14,4,111
217,183,15,10,174,8,4,123
218,397,1,8,143,18,5,6
218,397,2,5,179,11,5,11
218,397,3,9,217,0,2,24
218,397,4,6,256,14,1,36
218,397,5,6,196,20,1,44
218,397,6,7,102,15,0,53
218,397,7,3,152,18,0,61
218,397,8,8,207,0,1,74
218,397,9,7,134,18,1,87
218,397,10,5,191,6,2,101
218,397,11,9,144,11,3,108
218,397,12,5,221,0,0,116
218,397,13,3,138,2,0,122
218,397,14,7,183,7,4,130
218,397,15,6,75,12,0,143
219,389,1,7,231,16,4,8
219,389,2,9,137,6,2,20
219,389,3,9,141,19,1,25
219,389,4,7,246,1,2,36
219,389,5,11,242,11,3,46
219,389,6,10,265,10,3,59
219,389,7,6,254,7,5,73
219,389,8,8,120,1,4,84
219,389,9,4,85,4,2,96
219,389,10,6,141,11,0,107
219,389,11,4,150,19,3,119
219,389,12,5,194,1,5,132
219,389,13,8,249,4,0,139
219,389,14,5,223,9,1,147
219,389,15,6,187,17,1,158
220,439,1,10,194,4,0,7
220,439,2,8,109,9,0,13
220,439,3,5,188,9,4,18
220,439,4,13,159,16,0,30
220,439,5,6,121,5,2,41
220,439,6,8,105,14,1,47
220,439,7,10,95,15,5,59
220,439,8,7,191,0,1,67
220,439,9,6,106,4,0,76
220,439,10,7,144,0,3,81
220,439,11,4,155,8,2,95
220,439,12,4,201,0,0,106
220,439,13,6,179,14,5,114
220,439,14,8,121,16,0,122
220,439,15,10,134,9,0,135
221,119,1,6,107,3,4,11
221,119,2,5,125,13,1,24
221,119,3,4,169,12,0,35
221,119,4,8,171,5,4,44
221,119,5,3,199,19,2,56
221,119,6,6,164,10,4,69
221,119,7,4,75,15,1,80
221,119,8,7,98,20,4,93
221,119,9,9,162,1,1,106
221,119,10,6,79,2,3,111
221,119,11,8,70,14,4,117
221,119,12,7,147,2,4,124
221,119,13,4,146,17,4,130
221,119,14,4,85,16,4,141
221,119,15,7,88,12,4,146
222,89,1,8,185,20,3,8
222,89,2,11,148,0,4,22
222,89,3,9,182,13,5,27
222,89,4,10,211,6,4,36
222,89,5,4,128,8,3,41
222,89,6,5,180,19,5,51
222,89,7,10,181,16,5,62
222,89,8,5,107,7,5,67
222,89,9,6,144,2,3,78
222,89,10,10,170,0,0,92
222,89,11,11,218,13,4,99
222,89,12,8,177,14,4,108
222,89,13,10,142,3,0,115
222,89,14,10,275,2,4,124
222,89,15,10,110,7,1,129
223,227,1,4,182,8,4,7
223,227,2,8,169,7,2,12
223,227,3,4,196,17,0,25
223,227,4,9,142,1,2,34
223,227,5,4,119,18,2,42
223,227,6,7,104,12,1,52
223,227,7,4,223,18,5,65
223,227,8,7,103,2,2,70
223,227,9,8,112,18,3,75
223,227,10,6,134,7,2,84
223,227,11,6,117,4,0,92
223,227,12,5,72,13,4,100
223,227,13,7,77,12,0,112
223,227,14,6,158,0,4,121
223,227,15,6,129,10,3,126
224,8,1,12,192,20,5,5
224,8,2,13,171,8,3,12
224,8,3,7,253,3,4,22
224,8,4,8,174,3,1,36
224,8,5,12,188,16,2,43
224,8,6,12,170,12,1,56
224,8,7,8,286,11,1,65
224,8,8,7,193,5,2,76
224,8,9,11,177,17,3,82
224,8,10,8,247,2,0,95
224,8,11,10,229,19,2,109
224,8,12,13,182,12,4,123
224,8,13,11,216,13,2,135
224,8,14,9,226,3,3,143
224,8,15,11,173,3,0,153
225,463,1,9,138,19,1,12
225,463,2,8,209,12,1,19
225,463,3,7,163,20,2,29
225,463,4,7,140,2,4,40
225,463,5,7,153,6,1,50
225,463,6,12,107,16,4,55
225,463,7,9,210,12,5,67
225,463,8,9,176,20,0,75
225,463,9,6,102,10,3,81
225,463,10,7,121,7,3,88
225,463,11,7,187,13,0,100
225,463,12,6,193,0,5,105
225,463,13,6,73,0,4,110
225,463,14,10,92,8,5,118
225,463,15,12,163,6,4,125
226,286,1,4,200,12,1,10
226,286,2,13,131,5,3,17
226,286,3,11,236,18,1,29
226,286,4,7,208,11,4,40
226,286,5,12,186,13,3,50
226,286,6,8,188,14,2,59
226,286,7,10,238,6,3,71
226,286,8,6,196,12,0,79
226,286,9,10,179,3,0,87
226,286,10,10,257,5,2,98
226,286,11,5,138,9,5,109
226,286,12,6,149,4,4,118
226,286,13,7,225,13,2,123
226,286,14,10,195,14,0,129
226,286,15,5,191,2,3,143
227,430,1,8,181,8,5,10
227,430,2,7,142,1,5,17
227,430,3,8,175,2,5,30
227,430,4,5,177,10,1,37
227,430,5,6,87,7,5,49
227,430,6,8,215,12,5,60
227,430,7,11,148,5,1,66
227,430,8,8,152,14,2,77
227,430,9,6,158,14,5,84
227,430,10,6,88,2,2,95
227,430,11,10,223,20,2,100
227,430,12,5,227,9,4,107
227,430,13,6,106,20,5,114
227,430,14,6,74,3,2,124
227,430,15,9,137,9,4,132
228,248,1,6,173,8,4,9
228,248,2,9,157,4,3,21
228,248,3,9,162,5,4,28
228,248,4,4,123,10,1,33
228,248,5,8,161,2,4,43
228,248,6,6,131,20,5,51
228,248,7,9,112,15,4,65
228,248,8,6,248,17,0,79
228,248,9,8,216,13,3,84
228,248,10,8,244,3,5,94
228,248,11,7,120,8,0,101
228,248,12,7,175,18,0,108
228,248,13,11,111,8,0,115
228,248,14,3,236,15,1,121
228,248,15,9,157,10,5,132
229,399,1,5,191,3,5,6
229,399,2,4,222,17,4,18
229,399,3,8,95,0,3,25
229,399,4,8,209,18,1,31
229,399,5,5,125,3,5,43
229,399,6,4,196,8,2,48
229,399,7,10,72,17,4,62
229,399,8,9,152,9,5,74
229,399,9,6,175,1,2,85
229,399,10,8,145,18,2,94
229,399,11,8,92,3,2,106
229,399,12,4,212,12,5,119
229,399,13,8,68,8,1,133
229,399,14,6,225,10,3,144
229,399,15,9,192,16,0,149
230,189,1,8,283,13,2,8
230,189,2,7,214,12,4,18
230,189,3,9,204,14,0,25
230,189,4,8,155,7,0,31
230,189,5,6,226,3,0,38
230,189,6,14,175,12,5,43
230,189,7,13,244,0,3,48
230,189,8,10,241,13,5,53
230,189,9,12,239,0,2,58
230,189,10,9,163,7,2,68
230,189,11,9,291,19,2,80
230,189,12,10,226,19,1,92
230,189,13,10,231,12,3,106
230,189,14,8,223,12,4,111
230,189,15,5,192,4,0,118
231,101,1,3,165,5,1,12
231,101,2,5,128,11,2,24
231,101,3,5,95,0,2,33
231,101,4,5,103,8,1,41
231,101,5,6,92,0,3,52
231,101,6,7,186,1,5,58
231,101,7,10,85,1,1,65
231,101,8,8,121,3,3,78
231,101,9,3,71,2,5,84
231,101,10,6,193,10,1,93
231,101,11,3,93,1,0,102
231,101,12,11,148,6,1,112
231,101,13,7,106,14,4,118
231,101,14,9,142,16,5,131
231,101,15,4,126,13,2,137
232,125,1,9,283,20,5,6
232,125,2,10,150,4,5,20
232,125,3,13,191,13,5,27
232,125,4,12,181,11,4,34
232,125,5,8,271,12,1,44
232,125,6,9,254,0,5,55
232,125,7,9,161,3,2,63
232,125,8,8,148,3,1,73
232,125,9,9,263,17,2,84
232,125,10,10,254,11,0,95
232,125,11,7,151,8,4,101
232,125,12,11,298,16,3,114
232,125,13,12,191,6,1,121
232,125,14,12,131,17,4,126
232,125,15,7,221,8,1,133
233,498,1,14,192,19,5,14
233,498,2,8,143,17,0,25
233,498,3,8,187,15,4,37
233,498,4,10,243,0,2,43
233,498,5,11,259,3,5,48
233,498,6,7,147,11,1,54
233,498,7,5,217,18,4,67
233,498,8,8,256,0,2,77
233,498,9,9,160,11,4,91
233,498,10,8,264,9,4,102
233,498,11,11,207,19,1,115
233,498,12,6,157,6,5,125
233,498,13,7,286,17,5,133
233,498,14,12,136,19,3,140
233,498,15,8,157,0,3,147
234,34,1,7,221,13,5,7
234,34,2,8,172,1,1,15
234,34,3,13,166,7,1,22
234,34,4,6,225,3,2,32
234,34,5,11,147,11,4,42
234,34,6,8,219,7,5,54
234,34,7,8,208,12,0,61
234,34,8,12,248,15,5,69
234,34,9,13,272,4,1,77
234,34,10,7,210,12,4,89
234,34,11,8,284,14,0,96
234,34,12,7,196,10,3,109
234,34,13,10,155,12,1,115
234,34,14,12,190,19,2,128
234,34,15,10,176,17,3,142
235,38,1,5,245,7,3,7
235,38,2,5,164,6,2,16
235,38,3,8,145,11,1,22
235,38,4,7,148,5,5,34
235,38,5,6,152,10,1,41
235,38,6,10,128,10,4,53
235,38,7,7,126,19,2,58
235,38,8,8,83,0,1,72
235,38,9,9,233,9,5,83
235,38,10,8,93,16,5,91
235,38,11,6,204,16,0,102
235,38,12,4,80,19,5,107
235,38,13,11,131,12,2,113
235,38,14,3,197,13,5,118
235,38,15,9,176,2,5,128
236,357,1,2,157,17,1,11
236,357,2,5,222,17,2,20
236,357,3,5,140,3,3,33
236,357,4,4,191,5,2,46
236,357,5,9,93,4,3,58
236,357,6,9,195,9,5,71
236,357,7,4,81,16,1,83
236,357,8,4,186,2,3,94
236,357,9,3,197,6,0,106
236,357,10,8,100,3,1,115
236,357,11,9,188,1,2,129
236,357,12,6,210,18,2,139
236,357,13,7,162,3,4,147
236,357,14,10,224,10,3,153
236,357,15,5,132,16,5,163
237,88,1,3,100,0,5,13
237,88,2,5,196,5,1,24
237,88,3,5,157,20,1,36
237,88,4,3,178,0,0,43
237,88,5,10,58,13,0,57
237,88,6,8,187,12,3,71
237,88,7,4,124,11,2,79
237,88,8,7,124,2,1,87
237,88,9,7,109,16,5,92
237,88,10,8,174,0,0,102
237,88,11,8,77,9,0,108
237,88,12,8,93,7,5,122
237,88,13,5,139,18,2,134
237,88,14,10,110,9,2,139
237,88,15,8,97,5,2,153
238,82,1,4,109,17,2,5
238,82,2,5,211,16,0,14
238,82,3,8,164,7,1,25
238,82,4,10,147,17,1,32
238,82,5,7,106,3,1,46
238,82,6,11,169,11,2,54
238,82,7,9,103,2,1,67
238,82,8,5,118,5,2,80
238,82,9,6,96,14,2,89
238,82,10,7,182,11,3,103
238,82,11,7,256,5,4,108
238,82,12,6,124,2,0,117
238,82,13,8,136,10,3,127
238,82,14,9,221,17,5,136
238,82,15,4,207,3,5,148
239,451,1,10,133,13,3,5
239,451,2,6,185,15,1,12
239,451,3,8,90,4,0,21
239,451,4,6,218,0,5,35
239,451,5,6,110,20,3,47
239,451,6,9,166,11,2,59
239,451,7,3,54,4,0,68
239,451,8,7,89,14,1,77
239,451,9,9,143,11,4,88
239,451,10,5,74,11,4,102
239,451,11,5,211,3,2,108
239,451,12,11,101,18,3,120
239,451,13,9,97,14,5,129
239,451,14,8,118,17,3,134
239,451,15,10,166,15,2,146
240,355,1,4,36,6,3,12
240,355,2,6,185,10,3,23
240,355,3,4,223,11,4,31
240,355,4,7,176,6,2,40
240,355,5,5,159,2,5,53
240,355,6,4,157,10,5,67
240,355,7,5,188,7,0,75
240,355,8,9,228,10,2,81
240,355,9,3,173,1,2,90
240,355,10,9,81,2,3,97
240,355,11,5,172,4,3,110
240,355,12,3,98,4,0,124
240,355,13,7,121,12,4,132
240,355,14,6,146,20,1,141
240,355,15,7,56,16,3,150
241,262,1,8,106,7,4,14
241,262,2,10,246,19,5,25
241,262,3,10,191,8,2,39
241,262,4,7,246,14,1,53
241,262,5,11,168,7,5,65
241,262,6,5,224,1,4,79
241,262,7,11,160,15,2,90
241,262,8,6,108,13,4,98
241,262,9,10,189,9,2,105
241,262,10,6,123,12,1,118
241,262,11,11,161,20,3,130
241,262,12,5,133,7,2,140
241,262,13,12,213,10,2,152
241,262,14,6,155,2,2,161
241,262,15,12,246,9,5,166
242,401,1,8,204,15,1,9
242,401,2,4,195,1,3,17
242,401,3,4,154,2,0,29
242,401,4,7,122,18,4,42
242,401,5,9,65,8,3,53
242,401,6,7,206,4,1,62
242,401,7,5,158,16,0,74
242,401,8,9,99,9,0,86
242,401,9,6,60,17,2,92
242,401,10,6,152,18,4,101
242,401,11,8,168,11,3,107
242,401,12,8,143,20,5,115
242,401,13,4,68,5,1,121
242,401,14,7,137,17,0,129
242,401,15,9,174,15,5,138
243,273,1,10,211,19,1,7
243,273,2,10,156,17,3,18
243,273,3,11,195,18,0,29
243,273,4,6,96,12,1,35
243,273,5,7,141,10,3,45
243,273,6,6,92,8,1,58
243,273,7,6,239,13,3,68
243,273,8,7,154,15,0,82
243,273,9,8,143,9,0,91
243,273,10,8,165,11,1,101
243,273,11,6,97,20,0,106
243,273,12,7,206,17,1,112
243,273,13,6,225,9,1,122
243,273,14,10,177,4,5,134
243,273,15,5,171,1,0,143
244,62,1,8,252,11,0,7
244,62,2,8,125,11,5,21
244,62,3,11,158,7,2,34
244,62,4,7,122,8,1,40
244,62,5,6,88,6,5,47
244,62,6,4,63,2,5,61
244,62,7,11,134,7,0,74
244,62,8,11,185,19,5,87
244,62,9,7,128,7,5,93
244,62,10,5,168,20,2,105
244,62,11,4,123,14,1,118
244,62,12,6,195,18,2,129
244,62,13,8,175,13,4,140
244,62,14,11,110,0,3,148
244,62,15,8,142,8,3,157
245,211,1,8,170,19,0,9
245,211,2,12,266,10,2,19
245,211,3,13,213,8,3,28
245,211,4,11,215,5,1,40
245,211,5,5,267,20,2,48
245,211,6,7,259,16,3,62
245,211,7,7,254,7,1,70
245,211,8,13,261,15,2,83
245,211,9,8,282,19,0,89
245,211,10,11,213,11,2,100
245,211,11,13,198,8,2,109
245,211,12,9,254,10,2,116
245,211,13,10,285,4,2,130
245,211,14,10,249,13,5,144
245,211,15,13,188,18,0,154
246,416,1,8,87,8,2,8
246,416,2,9,210,3,3,15
246,416,3,6,61,15,0,28
246,416,4,7,152,10,0,42
246,416,5,7,165,14,0,53
246,416,6,3,180,17,0,66
246,416,7,6,126,15,3,79
246,416,8,9,96,7,2,92
246,416,9,3,113,0,0,106
246,416,10,7,148,4,3,119
246,416,11,7,102,9,1,133
246,416,12,4,114,2,1,140
246,416,13,2,106,10,1,150
246,416,14,5,87,16,3,164
246,416,15,9,164,11,3,169
247,122,1,6,96,17,0,10
247,122,2,4,129,20,5,19
247,122,3,6,181,4,5,26
247,122,4,5,93,16,5,32
247,122,5,5,181,15,0,43
247,122,6,6,158,4,5,53
247,122,7,4,151,13,4,63
247,122,8,8,137,19,2,74
247,122,9,6,76,11,1,88
247,122,10,5,143,7,4,100
247,122,11,6,164,14,2,112
247,122,12,3,128,11,0,124
247,122,13,10,123,17,3,132
247,122,14,1,91,7,0,146
247,122,15,3,37,7,2,151
